MOBILEAREA,性别,年龄,金额
江西 景德镇市,女,25.0,95537
湖北 黄石市,女,27.0,95501
江苏 盐城市,男,39.0,95501
云南 保山市,女,32.0,95500
浙江 杭州市,女,33.0,95491
浙江 杭州市,男,32.0,95470
江苏 淮安市,男,28.0,95391
北京,男,24.0,95379
江西 吉安市,男,55.0,95335
江苏 南京市,男,37.0,95306
陕西 宝鸡市,女,50.0,95231
广东 汕头市,女,32.0,95197
广东 中山市,男,35.0,95183
河北 石家庄市,女,29.0,95181
上海,女,24.0,95168
上海,男,30.0,95165
上海,男,28.0,95163
浙江 宁波市,男,47.0,95152
上海,女,31.0,95140
吉林 吉林市,男,26.0,95126
安徽 蚌埠市,女,25.0,95123
山西 太原市,男,28.0,95101
吉林 四平市,女,50.0,95100
安徽 宣城市,男,35.0,95100
湖南 长沙市,女,28.0,95094
浙江 杭州市,女,25.0,95087
广东 韶关市,男,67.0,95086
上海,女,55.0,95083
山西 太原市,女,25.0,95082
江苏 南京市,男,35.0,95081
山东 日照市,女,46.0,95081
辽宁 沈阳市,男,26.0,95081
湖北 武汉市,女,27.0,95081
上海,男,25.0,95036
北京,女,34.0,95011
上海,男,24.0,95010
河南 平顶山市,男,25.0,95008
辽宁 沈阳市,男,45.0,95001
上海,女,27.0,95001
福建 龙岩市,男,36.0,95000
黑龙江 哈尔滨市,男,32.0,95000
北京,女,28.0,95000
河北 沧州市,男,32.0,95000
辽宁 盘锦市,男,33.0,95000
北京,女,33.0,95000
上海,女,32.0,95000
湖北 武汉市,女,32.0,95000
北京,女,33.0,95000
北京,男,30.0,95000
北京,女,32.0,95000
北京,女,30.0,95000
北京,女,42.0,95000
四川 成都市,女,28.0,95000
北京,女,28.0,95000
北京,女,23.0,94985
江苏 苏州市,女,28.0,94915
福建 厦门市,男,33.0,94910
浙江 温州市,女,28.0,94872
湖南 长沙市,男,32.0,94839
北京,男,26.0,94836
海南 海口市,女,28.0,94809
安徽 合肥市,男,29.0,94730
河北 邢台市,男,28.0,94725
广西 桂林市,男,24.0,94681
辽宁 大连市,女,29.0,94659
广东 深圳市,女,36.0,94646
广东 潮州市,女,27.0,94643
广东 广州市,女,27.0,94606
广东 东莞市,男,33.0,94600
广东 广州市,男,29.0,94590
广东 深圳市,女,46.0,94570
河北 石家庄市,女,39.0,94537
上海,女,38.0,94525
四川 成都市,女,34.0,94500
安徽 合肥市,男,32.0,94439
广西 柳州市,女,27.0,94348
湖北 襄阳市,男,29.0,94345
安徽 亳州市,男,28.0,94322
山东 东营市,男,23.0,94240
山东 济南市,女,28.0,94236
安徽 阜阳市,女,46.0,94200
广东 广州市,男,25.0,94187
广东 梅州市,女,68.0,94172
吉林 长春市,女,26.0,94162
北京,女,35.0,94109
湖北 武汉市,男,31.0,94103
天津,男,34.0,94081
上海,男,26.0,94081
海南 海口市,女,28.0,94081
上海,女,27.0,94081
福建 泉州市,女,30.0,94073
浙江 温州市,男,27.0,94053
福建 福州市,男,37.0,94048
湖北 黄石市,男,34.0,94046
湖南 长沙市,男,33.0,94025
新疆 巴音郭楞蒙古自治州,男,23.0,94001
江苏 南京市,女,31.0,94000
湖南 长沙市,男,40.0,94000
广西 南宁市,男,30.0,94000
浙江 杭州市,女,52.0,93993
广东 深圳市,男,32.0,93838
广东 广州市,女,24.0,93800
湖北 武汉市,女,25.0,93800
安徽 滁州市,女,28.0,93732
上海,女,29.0,93704
山西 长治市,女,25.0,93633
湖北 武汉市,男,33.0,93502
河北 石家庄市,女,69.0,93500
北京,女,30.0,93500
云南 昆明市,男,44.0,93500
上海,女,29.0,93469
福建 厦门市,男,28.0,93459
福建 福州市,女,38.0,93413
湖北 武汉市,女,26.0,93387
山西 太原市,女,52.0,93361
湖北 荆州市,女,25.0,93262
江西 九江市,女,25.0,93246
上海,男,23.0,93246
山东 济南市,女,45.0,93237
江苏 苏州市,女,25.0,93225
云南 红河哈尼族彝族自治州,男,54.0,93171
河南 开封市,男,29.0,93165
广东 东莞市,男,26.0,93143
浙江 宁波市,女,27.0,93133
湖南 长沙市,男,34.0,93100
安徽 合肥市,男,26.0,93090
江苏 南京市,男,31.0,93082
山东 烟台市,女,30.0,93078
广东 湛江市,男,25.0,93044
江苏 南京市,男,28.0,93036
吉林 白山市,女,26.0,93035
江苏 苏州市,女,27.0,93009
山东 济南市,女,30.0,93007
安徽 合肥市,男,26.0,93006
四川 巴中市,男,42.0,93005
广东 东莞市,男,35.0,93004
山东 青岛市,男,36.0,93003
山东 东营市,男,28.0,93002
山东 潍坊市,男,28.0,93002
浙江 宁波市,男,30.0,93001
四川 广元市,男,25.0,93000
广东 佛山市,男,0.0,93000
山西 忻州市,女,33.0,92981
安徽 合肥市,男,37.0,92959
山东 临沂市,男,30.0,92927
黑龙江 齐齐哈尔市,女,22.0,92888
湖南 郴州市,男,28.0,92879
上海,女,29.0,92862
广东 广州市,男,28.0,92734
辽宁 大连市,男,29.0,92724
福建 厦门市,女,27.0,92714
江苏 南京市,女,26.0,92705
安徽 马鞍山市,女,22.0,92692
广东 东莞市,女,34.0,92681
四川 成都市,女,28.0,92632
江苏 南京市,男,26.0,92604
安徽 蚌埠市,女,26.0,92582
陕西 榆林市,女,30.0,92581
浙江 台州市,男,24.0,92570
北京,男,29.0,92554
江苏 南京市,男,33.0,92553
陕西 西安市,男,31.0,92545
重庆,女,38.0,92500
浙江 嘉兴市,男,30.0,92474
安徽 合肥市,男,23.0,92459
山东 济南市,男,31.0,92443
河北 石家庄市,男,35.0,92381
上海,男,35.0,92353
浙江 宁波市,男,30.0,92330
山东 潍坊市,女,31.0,92286
广东 深圳市,男,28.0,92273
河北 衡水市,女,52.0,92238
湖北 武汉市,女,26.0,92228
天津,女,58.0,92216
江苏 南京市,男,25.0,92213
江苏 泰州市,女,44.0,92087
北京,男,26.0,92085
江苏 南京市,女,32.0,92081
吉林 长春市,女,34.0,92081
江苏 南京市,女,31.0,92065
江苏 南京市,男,29.0,92054
甘肃 定西市,男,25.0,92052
上海,男,27.0,92026
重庆,男,35.0,92016
广西 桂林市,男,30.0,92009
北京,女,35.0,92008
内蒙古 巴彦淖尔,男,36.0,92003
辽宁 大连市,男,26.0,92003
北京,男,34.0,92003
天津,女,32.0,92001
江苏 南京市,男,32.0,92000
陕西 西安市,男,29.0,92000
山东 青岛市,女,26.0,92000
福建 福州市,女,27.0,92000
湖南 长沙市,女,29.0,92000
上海,男,39.0,92000
湖南 长沙市,女,29.0,92000
四川 成都市,男,23.0,91953
湖北 荆门市,女,29.0,91906
河北 秦皇岛市,女,55.0,91900
山东 德州市,女,25.0,91900
山东 德州市,女,28.0,91881
湖北 武汉市,女,27.0,91870
广东 广州市,男,37.0,91854
安徽 合肥市,女,37.0,91739
海南 海口市,女,36.0,91689
陕西 西安市,女,23.0,91681
福建 福州市,男,27.0,91680
黑龙江 鸡西市,男,23.0,91628
江苏 苏州市,男,26.0,91600
陕西 西安市,男,33.0,91600
湖北 宜昌市,男,43.0,91600
福建 厦门市,男,35.0,91575
广东 东莞市,男,48.0,91553
福建 漳州市,男,30.0,91540
上海,女,29.0,91533
江苏 南通市,男,27.0,91531
上海,女,33.0,91527
上海,女,24.0,91525
上海,女,26.0,91510
北京,女,28.0,91482
浙江 杭州市,女,30.0,91442
江苏 南通市,女,36.0,91381
四川 乐山市,女,26.0,91362
湖北 襄阳市,男,25.0,91300
陕西 西安市,男,25.0,91281
四川 成都市,男,33.0,91281
天津,男,27.0,91231
河北 秦皇岛市,女,31.0,91217
山西 运城市,男,44.0,91217
江西 九江市,女,72.0,91200
天津,女,22.0,91136
辽宁 大连市,女,26.0,91129
上海,女,28.0,91126
湖北 恩施土家族苗族自治州,女,31.0,91125
福建 福州市,女,44.0,91100
江苏 无锡市,男,52.0,91091
广东 清远市,男,34.0,91083
山东 滨州市,男,25.0,91082
湖北 武汉市,女,32.0,91081
上海,女,34.0,91081
湖南 长沙市,女,24.0,91081
北京,男,26.0,91073
山东 济南市,女,32.0,91036
北京,女,26.0,91011
安徽 合肥市,女,29.0,91003
黑龙江 大庆市,女,23.0,91000
山东 青岛市,男,48.0,91000
山东 泰安市,女,26.0,91000
广东 东莞市,男,27.0,91000
湖南 长沙市,男,26.0,91000
北京,女,35.0,91000
四川 成都市,男,39.0,90995
广东 深圳市,女,24.0,90981
陕西 西安市,女,57.0,90940
湖北 武汉市,男,25.0,90919
山东 潍坊市,女,57.0,90911
江西 南昌市,男,38.0,90887
云南 丽江市,男,25.0,90843
山东 青岛市,女,34.0,90749
江苏 无锡市,女,28.0,90716
广东 广州市,男,34.0,90690
山东 青岛市,男,49.0,90672
福建 厦门市,男,33.0,90671
北京,男,25.0,90629
福建 福州市,女,26.0,90603
广东 深圳市,男,24.0,90600
北京,男,34.0,90551
黑龙江 大庆市,女,48.0,90542
广东 东莞市,女,43.0,90540
甘肃 兰州市,男,26.0,90526
河南 郑州市,男,32.0,90503
新疆 克拉玛依市,男,31.0,90481
福建 漳州市,女,29.0,90478
山东 潍坊市,女,27.0,90463
云南 昆明市,女,26.0,90457
天津,女,32.0,90450
辽宁 大连市,男,34.0,90412
上海,女,29.0,90406
山东 临沂市,女,34.0,90384
广东 广州市,女,52.0,90378
山西 太原市,男,30.0,90370
福建 漳州市,男,29.0,90355
江苏 无锡市,男,34.0,90349
四川 成都市,男,27.0,90334
上海,女,25.0,90333
山东 济宁市,男,36.0,90313
四川 成都市,女,51.0,90306
陕西 西安市,女,28.0,90306
重庆,女,28.0,90294
广东 广州市,男,33.0,90268
湖北 武汉市,男,28.0,90240
北京,女,37.0,90239
湖北 十堰市,男,37.0,90215
广东 广州市,女,36.0,90212
辽宁 丹东市,女,39.0,90212
广东 东莞市,男,31.0,90206
江苏 苏州市,女,25.0,90200
湖北 武汉市,男,28.0,90200
上海,女,30.0,90196
内蒙古 呼和浩特市,女,28.0,90192
福建 漳州市,男,22.0,90187
河南 焦作市,女,25.0,90183
河北 秦皇岛市,男,27.0,90182
江苏 南京市,男,40.0,90179
广东 湛江市,男,44.0,90174
广东 广州市,男,36.0,90174
广东 广州市,男,33.0,90174
广东 广州市,男,27.0,90169
湖北 武汉市,女,31.0,90163
上海,女,28.0,90163
安徽 淮北市,男,30.0,90160
内蒙古 巴彦淖尔,男,28.0,90148
北京,女,29.0,90141
广东 广州市,男,27.0,90131
黑龙江 伊春市,男,36.0,90129
山东 泰安市,男,35.0,90126
广东 广州市,男,44.0,90125
江苏 扬州市,男,36.0,90125
山东 烟台市,男,37.0,90125
山东 济南市,女,25.0,90125
四川 雅安市,男,31.0,90120
上海,男,55.0,90113
江苏 泰州市,男,36.0,90111
浙江 嘉兴市,女,29.0,90107
安徽 合肥市,女,33.0,90103
江苏 南京市,女,33.0,90100
安徽 马鞍山市,女,38.0,90098
广东 广州市,男,49.0,90089
广东 广州市,男,33.0,90088
广东 广州市,女,26.0,90087
广东 广州市,女,27.0,90087
广东 广州市,男,41.0,90087
江西 南昌市,男,40.0,90087
广东 深圳市,女,26.0,90087
广东 深圳市,女,39.0,90087
广东 广州市,男,22.0,90087
广东 广州市,女,38.0,90087
广东 广州市,女,32.0,90087
广东 佛山市,男,28.0,90087
广东 广州市,男,29.0,90087
云南 普洱市,男,41.0,90087
重庆,男,29.0,90086
广西 桂林市,男,42.0,90086
辽宁 铁岭市,男,31.0,90084
浙江 杭州市,男,31.0,90083
重庆,男,35.0,90083
上海,男,37.0,90083
福建 厦门市,男,30.0,90083
安徽 滁州市,男,38.0,90082
河北 廊坊市,男,26.0,90082
福建 福州市,男,29.0,90082
浙江 绍兴市,女,27.0,90081
广东 广州市,女,34.0,90081
北京,男,22.0,90081
陕西 西安市,男,51.0,90081
山东 济宁市,男,41.0,90081
广西 南宁市,女,39.0,90081
江西 南昌市,女,38.0,90081
上海,男,35.0,90081
广东 广州市,女,29.0,90081
江苏 常州市,女,25.0,90081
湖北 武汉市,女,30.0,90081
上海,女,33.0,90081
湖北 武汉市,男,32.0,90081
河南 商丘市,男,32.0,90081
辽宁 抚顺市,女,46.0,90081
北京,女,28.0,90081
上海,男,28.0,90081
上海,女,26.0,90081
北京,女,53.0,90081
上海,男,29.0,90080
吉林 长春市,男,32.0,90074
山东 青岛市,男,31.0,90065
江苏 徐州市,男,26.0,90063
江苏 南京市,女,36.0,90054
北京,男,27.0,90050
河南 郑州市,男,37.0,90046
黑龙江 哈尔滨市,女,32.0,90044
陕西 宝鸡市,男,41.0,90036
湖北 黄石市,男,35.0,90035
浙江 温州市,男,33.0,90034
上海,男,37.0,90033
辽宁 沈阳市,男,29.0,90029
河北 唐山市,男,33.0,90025
北京,女,38.0,90025
陕西 西安市,男,27.0,90023
吉林 长春市,男,31.0,90021
北京,男,36.0,90016
天津,男,33.0,90016
湖北 武汉市,女,28.0,90012
北京,男,31.0,90011
上海,男,36.0,90010
安徽 合肥市,男,44.0,90009
广西 柳州市,男,34.0,90009
广东 广州市,女,43.0,90009
北京,男,39.0,90009
江苏 南京市,男,26.0,90008
北京,女,41.0,90008
广东 东莞市,男,32.0,90008
上海,男,34.0,90007
安徽 安庆市,男,45.0,90007
黑龙江 大庆市,男,39.0,90006
广东 广州市,男,44.0,90006
四川 成都市,男,31.0,90006
浙江 温州市,男,32.0,90005
云南 昆明市,女,38.0,90005
广东 东莞市,男,33.0,90005
浙江 宁波市,男,28.0,90005
江苏 徐州市,男,25.0,90005
上海,女,33.0,90005
江苏 镇江市,女,29.0,90004
辽宁 大连市,男,31.0,90004
广东 广州市,女,27.0,90004
福建 福州市,男,42.0,90003
广东 东莞市,女,37.0,90003
四川 成都市,男,27.0,90003
上海,男,24.0,90003
广东 广州市,男,53.0,90003
广东 广州市,男,31.0,90003
云南 西双版纳傣族自治州,男,38.0,90002
上海,女,56.0,90002
上海,女,41.0,90002
江西 上饶市,女,27.0,90002
安徽 合肥市,男,32.0,90001
北京,男,40.0,90001
江苏 南京市,男,50.0,90001
陕西 西安市,女,32.0,90001
河南 郑州市,女,39.0,90001
福建 厦门市,男,40.0,90001
黑龙江 齐齐哈尔市,女,35.0,90001
北京,女,30.0,90001
湖北 武汉市,男,28.0,90001
上海,男,36.0,90001
福建 漳州市,女,26.0,90001
广东 广州市,男,27.0,90001
北京,女,31.0,90001
广西 南宁市,女,40.0,90001
广东 广州市,男,51.0,90001
北京,男,29.0,90000
上海,女,31.0,90000
上海,女,29.0,90000
吉林 吉林市,女,45.0,90000
北京,男,32.0,90000
河南 郑州市,女,38.0,90000
浙江 宁波市,女,30.0,90000
湖北 荆州市,女,38.0,90000
黑龙江 佳木斯市,男,33.0,90000
江苏 南京市,女,54.0,90000
江苏 南京市,男,30.0,90000
湖北 武汉市,女,39.0,90000
河南 洛阳市,男,29.0,90000
浙江 杭州市,男,57.0,90000
广东 惠州市,女,28.0,90000
云南 玉溪市,女,62.0,90000
山东 东营市,男,42.0,90000
江苏 南京市,男,42.0,90000
江苏 南京市,女,34.0,90000
广东 广州市,男,44.0,90000
天津,女,29.0,90000
北京,女,26.0,90000
四川 绵阳市,女,23.0,90000
吉林 白山市,男,38.0,90000
广东 广州市,女,28.0,90000
云南 丽江市,女,35.0,90000
黑龙江 哈尔滨市,男,33.0,90000
上海,女,46.0,90000
北京,女,33.0,90000
宁夏 石嘴山市,男,59.0,90000
湖北 武汉市,男,26.0,90000
广东 惠州市,女,24.0,90000
湖北 荆门市,女,33.0,90000
上海,女,27.0,90000
江苏 苏州市,男,25.0,90000
辽宁 沈阳市,女,42.0,90000
上海,男,36.0,90000
广东 广州市,女,35.0,90000
湖南 衡阳市,男,49.0,90000
北京,女,38.0,90000
广东 广州市,女,48.0,90000
辽宁 丹东市,女,27.0,90000
湖北 宜昌市,女,40.0,90000
辽宁 大连市,女,35.0,90000
四川 绵阳市,男,38.0,90000
江苏 南通市,女,23.0,90000
辽宁 大连市,男,25.0,89995
湖北 武汉市,女,40.0,89987
安徽 芜湖市,女,24.0,89918
江苏 徐州市,男,35.0,89908
江西 宜春市,女,22.0,89895
山东 济宁市,男,28.0,89821
湖北 武汉市,女,33.0,89781
广东 阳江市,男,28.0,89754
辽宁 大连市,男,25.0,89708
福建 宁德市,女,27.0,89642
上海,女,27.0,89612
江苏 南京市,男,26.0,89532
天津,男,30.0,89518
江苏 南京市,女,29.0,89486
北京,女,30.0,89485
福建 厦门市,男,26.0,89400
北京,男,42.0,89350
广东 广州市,男,43.0,89268
江苏 南京市,男,30.0,89258
上海,男,32.0,89246
广东 深圳市,男,31.0,89239
四川 成都市,女,38.0,89215
四川 南充市,男,25.0,89200
四川 成都市,男,28.0,89193
甘肃 兰州市,女,33.0,89183
福建 厦门市,男,20.0,89163
江苏 南京市,男,28.0,89137
上海,男,39.0,89117
山东 济南市,男,25.0,89103
江苏 无锡市,女,29.0,89092
广西 河池市,男,30.0,89088
广东 广州市,男,33.0,89083
山东 潍坊市,男,52.0,89081
上海,女,32.0,89078
广西 南宁市,男,29.0,89050
上海,女,42.0,89047
四川 成都市,女,29.0,89030
上海,女,25.0,89016
江苏 南京市,女,40.0,89004
山西 晋中市,男,25.0,89004
江苏 无锡市,男,40.0,89002
山东 青岛市,男,38.0,89002
陕西 西安市,女,45.0,89000
上海,男,42.0,88946
河南 郑州市,女,27.0,88916
上海,女,26.0,88901
浙江 温州市,女,38.0,88901
江苏 苏州市,女,25.0,88866
广东 广州市,男,28.0,88846
广西 南宁市,女,47.0,88756
辽宁 沈阳市,男,29.0,88675
内蒙古 赤峰市,女,26.0,88604
上海,女,26.0,88601
广东 广州市,男,28.0,88587
浙江 宁波市,男,25.0,88582
江苏 南京市,女,33.0,88522
陕西 西安市,女,37.0,88516
浙江 杭州市,女,25.0,88503
吉林 长春市,男,35.0,88500
河北 邯郸市,男,24.0,88443
江苏 徐州市,男,27.0,88440
广西 桂林市,女,24.0,88428
江苏 常州市,女,34.0,88406
山东 济宁市,男,31.0,88400
宁夏 银川市,女,30.0,88334
浙江 杭州市,男,44.0,88300
北京,女,25.0,88281
四川 成都市,男,40.0,88270
上海,男,33.0,88212
江苏 徐州市,男,36.0,88205
上海,女,27.0,88181
上海,男,32.0,88176
福建 福州市,女,29.0,88153
北京,男,26.0,88125
北京,女,31.0,88094
河南 郑州市,男,33.0,88092
吉林 白山市,男,30.0,88087
陕西 西安市,女,35.0,88081
河南 郑州市,男,35.0,88081
广东 深圳市,男,39.0,88055
广东 广州市,女,35.0,88041
山东 临沂市,男,29.0,88036
上海,女,29.0,88028
上海,男,32.0,88026
湖北 武汉市,女,42.0,88001
福建 厦门市,男,38.0,88000
江苏 苏州市,男,54.0,88000
山东 德州市,男,35.0,88000
吉林 长春市,男,27.0,87967
北京,男,36.0,87964
安徽 宿州市,女,28.0,87942
四川 成都市,男,30.0,87918
江苏 苏州市,男,32.0,87904
辽宁 大连市,女,32.0,87892
广东 广州市,男,26.0,87786
江苏 扬州市,女,34.0,87661
福建 泉州市,男,28.0,87651
安徽 淮北市,男,32.0,87602
广东 东莞市,女,35.0,87600
吉林 长春市,女,23.0,87545
福建 南平市,男,50.0,87523
上海,男,35.0,87500
福建 厦门市,女,29.0,87500
广东 广州市,男,28.0,87482
安徽 合肥市,男,34.0,87469
四川 绵阳市,女,34.0,87381
广东 深圳市,男,27.0,87372
辽宁 抚顺市,男,35.0,87366
北京,女,40.0,87325
上海,女,26.0,87312
福建 福州市,男,45.0,87292
山东 济南市,男,48.0,87285
江苏 无锡市,女,29.0,87263
上海,男,34.0,87244
北京,女,29.0,87236
江苏 南京市,女,29.0,87209
江苏 镇江市,女,26.0,87147
浙江 金华市,女,37.0,87138
浙江 杭州市,男,32.0,87136
上海,男,31.0,87129
上海,男,21.0,87101
江苏 南京市,女,38.0,87090
江苏 徐州市,女,24.0,87081
福建 三明市,男,44.0,87081
广东 广州市,男,31.0,87064
江苏 南通市,男,37.0,87052
江苏 徐州市,女,26.0,87022
福建 泉州市,男,24.0,87004
江苏 常州市,女,28.0,87001
北京,男,30.0,87000
广东 中山市,女,41.0,87000
上海,男,32.0,87000
广东 广州市,女,24.0,87000
浙江 舟山市,女,29.0,86981
宁夏 银川市,男,29.0,86905
江苏 南通市,男,33.0,86895
江苏 南京市,女,24.0,86888
北京,男,35.0,86847
江苏 徐州市,男,27.0,86801
湖北 黄石市,女,29.0,86707
江苏 南京市,女,30.0,86701
北京,男,26.0,86581
上海,女,27.0,86557
广东 东莞市,男,30.0,86502
北京,男,35.0,86491
四川 成都市,男,83.0,86481
河北 衡水市,女,27.0,86453
广东 梅州市,男,23.0,86437
上海,女,61.0,86412
内蒙古 呼和浩特市,女,30.0,86395
湖北 武汉市,男,48.0,86305
安徽 合肥市,男,26.0,86300
福建 厦门市,女,29.0,86263
江苏 无锡市,女,51.0,86217
北京,女,25.0,86204
湖南 郴州市,男,35.0,86160
四川 成都市,女,28.0,86132
广东 广州市,男,36.0,86120
安徽 合肥市,女,26.0,86114
四川 成都市,男,32.0,86109
上海,女,34.0,86106
山东 青岛市,男,38.0,86081
辽宁 丹东市,女,27.0,86074
山东 青岛市,女,47.0,86065
河北 邯郸市,女,32.0,86064
浙江 绍兴市,男,29.0,86050
江西 南昌市,女,25.0,86027
甘肃 天水市,男,31.0,86010
安徽 合肥市,男,30.0,86003
湖南 长沙市,男,38.0,86001
福建 泉州市,男,33.0,86001
福建 南平市,女,41.0,86000
河北 廊坊市,女,33.0,86000
上海,男,26.0,85970
黑龙江 佳木斯市,女,29.0,85904
安徽 合肥市,女,26.0,85890
广东 深圳市,男,24.0,85887
山西 太原市,女,24.0,85848
陕西 西安市,男,31.0,85808
江苏 徐州市,女,60.0,85775
广东 清远市,男,38.0,85772
上海,女,25.0,85743
江苏 无锡市,女,32.0,85716
江苏 南通市,男,30.0,85681
上海,男,34.0,85659
山西 运城市,男,27.0,85652
北京,女,56.0,85646
山东 烟台市,女,44.0,85623
辽宁 沈阳市,男,42.0,85603
河北 唐山市,男,45.0,85602
广东 广州市,男,50.0,85602
山东 滨州市,女,26.0,85551
河南 焦作市,男,25.0,85511
江苏 苏州市,女,29.0,85501
广东 佛山市,男,27.0,85458
广东 佛山市,男,34.0,85404
上海,女,25.0,85401
上海,男,25.0,85381
广东 广州市,女,32.0,85326
北京,男,46.0,85269
安徽 安庆市,女,31.0,85256
广东 惠州市,男,30.0,85256
广东 珠海市,男,36.0,85229
浙江 杭州市,男,25.0,85225
河北 沧州市,女,28.0,85208
福建 莆田市,男,39.0,85205
安徽 芜湖市,女,35.0,85181
广东 清远市,男,30.0,85171
江苏 无锡市,女,25.0,85170
北京,女,64.0,85168
江苏 苏州市,女,19.0,85163
浙江 嘉兴市,女,40.0,85158
上海,男,37.0,85153
辽宁 锦州市,女,25.0,85125
广东 广州市,男,23.0,85124
福建 厦门市,男,28.0,85114
湖北 武汉市,女,56.0,85113
江苏 扬州市,男,40.0,85105
上海,女,22.0,85103
贵州 贵阳市,男,33.0,85101
江苏 南京市,女,30.0,85093
湖北 荆州市,女,41.0,85091
江苏 徐州市,女,52.0,85087
吉林 白山市,男,31.0,85087
广东 广州市,女,31.0,85087
安徽 合肥市,男,24.0,85086
四川 成都市,男,45.0,85084
广东 深圳市,男,32.0,85084
广西 南宁市,女,26.0,85083
湖北 武汉市,女,29.0,85082
北京,男,36.0,85081
江苏 苏州市,男,32.0,85081
上海,女,31.0,85081
河南 郑州市,女,29.0,85081
辽宁 沈阳市,男,43.0,85081
江苏 南京市,女,28.0,85081
四川 资阳市,女,44.0,85081
黑龙江 哈尔滨市,女,23.0,85081
山西 大同市,男,31.0,85081
山西 太原市,女,38.0,85076
辽宁 大连市,女,49.0,85051
广东 广州市,女,59.0,85042
上海,女,34.0,85042
河南 开封市,女,26.0,85038
河南 驻马店市,男,36.0,85033
湖北 武汉市,男,40.0,85020
河北 石家庄市,男,25.0,85014
湖南 长沙市,男,46.0,85007
河南 郑州市,男,31.0,85005
北京,女,26.0,85005
山东 东营市,女,70.0,85003
河北 保定市,男,57.0,85003
福建 福州市,女,26.0,85003
吉林 延边,女,23.0,85002
江苏 苏州市,女,28.0,85001
湖北 宜昌市,男,31.0,85001
河南 郑州市,女,29.0,85000
河北 廊坊市,女,58.0,85000
福建 厦门市,女,31.0,85000
云南 昆明市,女,31.0,85000
江苏 南通市,女,23.0,85000
上海,女,39.0,85000
广东 深圳市,男,33.0,85000
黑龙江 大庆市,男,50.0,85000
广东 广州市,男,33.0,85000
湖南 长沙市,女,28.0,85000
安徽 芜湖市,男,25.0,84999
北京,男,26.0,84944
山东 济宁市,女,34.0,84881
重庆,男,49.0,84879
广东 深圳市,男,32.0,84841
黑龙江 牡丹江市,女,27.0,84815
浙江 宁波市,女,36.0,84770
贵州 遵义市,女,23.0,84763
山东 济南市,男,37.0,84760
上海,男,30.0,84700
江苏 苏州市,女,51.0,84700
四川 成都市,男,38.0,84694
江苏 苏州市,女,32.0,84687
浙江 台州市,男,25.0,84658
广西 南宁市,男,29.0,84653
广东 惠州市,女,33.0,84642
上海,男,34.0,84620
广东 佛山市,男,37.0,84600
贵州 贵阳市,男,41.0,84500
上海,女,23.0,84500
四川 乐山市,男,29.0,84500
北京,女,29.0,84495
上海,男,26.0,84481
内蒙古 鄂尔多斯市,男,33.0,84478
江苏 盐城市,男,29.0,84433
四川 成都市,男,32.0,84400
云南 昆明市,男,35.0,84342
广东 中山市,男,27.0,84279
辽宁 沈阳市,女,26.0,84240
四川 遂宁市,女,26.0,84200
广东 广州市,男,54.0,84187
广东 广州市,男,47.0,84183
四川 成都市,女,29.0,84143
吉林 长春市,男,30.0,84137
上海,女,25.0,84100
浙江 绍兴市,女,32.0,84100
广东 广州市,女,28.0,84094
安徽 合肥市,男,39.0,84084
山西 运城市,男,62.0,84081
辽宁 大连市,男,31.0,84060
北京,男,24.0,84045
江苏 南京市,女,34.0,84044
山西 运城市,女,58.0,84034
河南 郑州市,男,26.0,84033
广东 广州市,女,38.0,84029
安徽 合肥市,男,48.0,84023
北京,男,38.0,84016
天津,女,34.0,84016
湖北 武汉市,男,35.0,84006
上海,男,31.0,84004
山东 烟台市,女,35.0,84001
山东 青岛市,男,33.0,84001
福建 福州市,女,26.0,84001
广东 广州市,女,32.0,84000
福建 泉州市,男,27.0,84000
广东 深圳市,女,31.0,84000
安徽 淮南市,女,27.0,83986
江苏 南京市,男,27.0,83981
甘肃 酒泉市,男,36.0,83902
江苏 泰州市,女,39.0,83899
河南 郑州市,女,24.0,83858
江苏 常州市,女,27.0,83804
江苏 无锡市,男,32.0,83700
吉林 白山市,女,29.0,83700
四川 绵阳市,男,24.0,83696
江苏 无锡市,男,39.0,83670
上海,女,32.0,83652
广东 广州市,男,29.0,83647
北京,女,33.0,83619
北京,男,39.0,83600
辽宁 抚顺市,女,32.0,83584
辽宁 丹东市,男,31.0,83579
上海,男,28.0,83531
河北 邯郸市,男,25.0,83490
安徽 合肥市,男,29.0,83488
上海,女,29.0,83431
北京,男,24.0,83411
河南 郑州市,男,26.0,83400
福建 福州市,男,25.0,83369
浙江 温州市,男,26.0,83367
江苏 无锡市,男,33.0,83351
辽宁 沈阳市,女,34.0,83301
上海,女,27.0,83289
江西 上饶市,男,38.0,83242
安徽 合肥市,男,35.0,83188
内蒙古 通辽市,男,34.0,83188
山东 潍坊市,女,37.0,83158
四川 成都市,男,28.0,83138
江苏 无锡市,男,22.0,83111
北京,女,40.0,83087
安徽 黄山市,女,27.0,83085
湖北 黄石市,男,30.0,83082
江苏 常州市,女,30.0,83081
内蒙古 赤峰市,男,34.0,83081
北京,女,39.0,83081
江苏 无锡市,男,26.0,83076
上海,女,25.0,83075
北京,女,30.0,83061
吉林 长春市,男,32.0,83044
广东 阳江市,男,27.0,83044
广东 广州市,女,30.0,83043
上海,女,31.0,83031
山东 烟台市,男,41.0,83013
天津,男,26.0,83011
